dataset	byzantine_fraction	noise_variance	attack_mode	samples_per_node	accuracy_type	accuracy	Aggregation Method
fashion_mnist	0.4	100.0	add_noise	32	median_train_accuracy	83.195	co-ordinate wise median
fashion_mnist	0.4	200.0	add_noise	32	median_train_accuracy	83.15833333333333	co-ordinate wise median
fashion_mnist	0.4	0.01	add_noise	64	median_train_accuracy	83.25333333333333	co-ordinate wise median
fashion_mnist	0.4	0.1	add_noise	64	median_train_accuracy	83.28999999999999	co-ordinate wise median
fashion_mnist	0.4	1.0	add_noise	64	median_train_accuracy	83.24666666666667	co-ordinate wise median
fashion_mnist	0.4	10.0	add_noise	64	median_train_accuracy	83.28	co-ordinate wise median
fashion_mnist	0.4	100.0	add_noise	64	median_train_accuracy	83.27666666666667	co-ordinate wise median
fashion_mnist	0.4	200.0	add_noise	64	median_train_accuracy	83.265	co-ordinate wise median
fashion_mnist	0.4	0.01	add_noise	128	median_train_accuracy	82.69833333333332	co-ordinate wise median
fashion_mnist	0.4	0.1	add_noise	128	median_train_accuracy	82.665	co-ordinate wise median
fashion_mnist	0.4	1.0	add_noise	128	median_train_accuracy	82.685	co-ordinate wise median
fashion_mnist	0.4	10.0	add_noise	128	median_train_accuracy	82.67666666666666	co-ordinate wise median
fashion_mnist	0.4	100.0	add_noise	128	median_train_accuracy	82.705	co-ordinate wise median
fashion_mnist	0.4	200.0	add_noise	128	median_train_accuracy	82.665	co-ordinate wise median
cifar10	0.1	0.01	add_noise	16	median_train_accuracy	44.112	co-ordinate wise median
cifar10	0.1	0.1	add_noise	16	median_train_accuracy	44.46	co-ordinate wise median
cifar10	0.1	1.0	add_noise	16	median_train_accuracy	44.734	co-ordinate wise median
cifar10	0.1	10.0	add_noise	16	median_train_accuracy	44.59	co-ordinate wise median
cifar10	0.1	100.0	add_noise	16	median_train_accuracy	44.656	co-ordinate wise median
cifar10	0.1	200.0	add_noise	16	median_train_accuracy	43.972	co-ordinate wise median
cifar10	0.1	0.01	add_noise	32	median_train_accuracy	43.716	co-ordinate wise median
cifar10	0.1	0.1	add_noise	32	median_train_accuracy	43.688	co-ordinate wise median
cifar10	0.1	1.0	add_noise	32	median_train_accuracy	43.696	co-ordinate wise median
cifar10	0.1	10.0	add_noise	32	median_train_accuracy	43.526	co-ordinate wise median
cifar10	0.1	100.0	add_noise	32	median_train_accuracy	43.386	co-ordinate wise median
cifar10	0.1	200.0	add_noise	32	median_train_accuracy	43.454	co-ordinate wise median
cifar10	0.1	0.01	add_noise	64	median_train_accuracy	42.574	co-ordinate wise median
cifar10	0.1	0.1	add_noise	64	median_train_accuracy	42.76	co-ordinate wise median
cifar10	0.1	1.0	add_noise	64	median_train_accuracy	42.648	co-ordinate wise median
cifar10	0.1	10.0	add_noise	64	median_train_accuracy	42.804	co-ordinate wise median
cifar10	0.1	100.0	add_noise	64	median_train_accuracy	42.582	co-ordinate wise median
cifar10	0.1	200.0	add_noise	64	median_train_accuracy	42.654	co-ordinate wise median
cifar10	0.2	0.01	add_noise	16	median_train_accuracy	44.404	co-ordinate wise median
cifar10	0.2	0.1	add_noise	16	median_train_accuracy	44.190000000000005	co-ordinate wise median
cifar10	0.2	1.0	add_noise	16	median_train_accuracy	44.276	co-ordinate wise median
cifar10	0.2	10.0	add_noise	16	median_train_accuracy	44.518	co-ordinate wise median
cifar10	0.2	100.0	add_noise	16	median_train_accuracy	44.516	co-ordinate wise median
cifar10	0.2	200.0	add_noise	16	median_train_accuracy	44.018	co-ordinate wise median
cifar10	0.2	0.01	add_noise	32	median_train_accuracy	43.542	co-ordinate wise median
cifar10	0.2	0.1	add_noise	32	median_train_accuracy	43.962	co-ordinate wise median
cifar10	0.2	1.0	add_noise	32	median_train_accuracy	43.842	co-ordinate wise median
cifar10	0.2	10.0	add_noise	32	median_train_accuracy	43.538	co-ordinate wise median
cifar10	0.2	100.0	add_noise	32	median_train_accuracy	43.574	co-ordinate wise median
cifar10	0.2	200.0	add_noise	32	median_train_accuracy	43.57	co-ordinate wise median
cifar10	0.2	0.01	add_noise	64	median_train_accuracy	42.886	co-ordinate wise median
cifar10	0.2	0.1	add_noise	64	median_train_accuracy	42.532	co-ordinate wise median
cifar10	0.2	1.0	add_noise	64	median_train_accuracy	42.67	co-ordinate wise median
cifar10	0.2	10.0	add_noise	64	median_train_accuracy	42.788	co-ordinate wise median
cifar10	0.2	100.0	add_noise	64	median_train_accuracy	42.488	co-ordinate wise median
cifar10	0.2	200.0	add_noise	64	median_train_accuracy	42.718	co-ordinate wise median
cifar10	0.3	0.01	add_noise	16	median_train_accuracy	44.572	co-ordinate wise median
cifar10	0.3	0.1	add_noise	16	median_train_accuracy	43.66	co-ordinate wise median
cifar10	0.3	1.0	add_noise	16	median_train_accuracy	43.902	co-ordinate wise median
cifar10	0.3	10.0	add_noise	16	median_train_accuracy	43.966	co-ordinate wise median
cifar10	0.3	100.0	add_noise	16	median_train_accuracy	44.212	co-ordinate wise median
cifar10	0.3	200.0	add_noise	16	median_train_accuracy	44.01	co-ordinate wise median
cifar10	0.3	0.01	add_noise	32	median_train_accuracy	43.644	co-ordinate wise median
cifar10	0.3	0.1	add_noise	32	median_train_accuracy	43.682	co-ordinate wise median
cifar10	0.3	1.0	add_noise	32	median_train_accuracy	43.68	co-ordinate wise median
cifar10	0.3	10.0	add_noise	32	median_train_accuracy	43.712	co-ordinate wise median
cifar10	0.3	100.0	add_noise	32	median_train_accuracy	43.61	co-ordinate wise median
cifar10	0.3	200.0	add_noise	32	median_train_accuracy	43.628	co-ordinate wise median
cifar10	0.3	0.01	add_noise	64	median_train_accuracy	42.138	co-ordinate wise median
cifar10	0.3	0.1	add_noise	64	median_train_accuracy	42.594	co-ordinate wise median
cifar10	0.3	1.0	add_noise	64	median_train_accuracy	42.474	co-ordinate wise median
cifar10	0.3	10.0	add_noise	64	median_train_accuracy	42.582	co-ordinate wise median
cifar10	0.3	100.0	add_noise	64	median_train_accuracy	42.446	co-ordinate wise median
spambase	0.1	0.01	add_noise	16	median_test_accuracy	89.90228013029315	co-ordinate wise median
spambase	0.1	0.1	add_noise	16	median_test_accuracy	90.01085776330075	co-ordinate wise median
spambase	0.1	1.0	add_noise	16	median_test_accuracy	90.01085776330075	co-ordinate wise median
spambase	0.1	10.0	add_noise	16	median_test_accuracy	89.79370249728555	co-ordinate wise median
spambase	0.1	100.0	add_noise	16	median_test_accuracy	89.68512486427795	co-ordinate wise median
spambase	0.1	200.0	add_noise	16	median_test_accuracy	89.90228013029315	co-ordinate wise median
spambase	0.1	0.01	add_noise	32	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.1	0.1	add_noise	32	median_test_accuracy	89.35939196525516	co-ordinate wise median
spambase	0.1	1.0	add_noise	32	median_test_accuracy	89.35939196525516	co-ordinate wise median
spambase	0.1	10.0	add_noise	32	median_test_accuracy	89.46796959826275	co-ordinate wise median
spambase	0.1	100.0	add_noise	32	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.1	200.0	add_noise	32	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.1	0.01	add_noise	64	median_test_accuracy	89.35939196525516	co-ordinate wise median
spambase	0.1	0.1	add_noise	64	median_test_accuracy	89.35939196525516	co-ordinate wise median
spambase	0.1	1.0	add_noise	64	median_test_accuracy	89.35939196525516	co-ordinate wise median
spambase	0.1	10.0	add_noise	64	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.1	100.0	add_noise	64	median_test_accuracy	89.35939196525516	co-ordinate wise median
spambase	0.1	200.0	add_noise	64	median_test_accuracy	89.35939196525516	co-ordinate wise median
spambase	0.1	0.01	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.1	0.1	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.1	1.0	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.1	10.0	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.1	100.0	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.1	200.0	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.2	0.01	add_noise	16	median_test_accuracy	89.90228013029315	co-ordinate wise median
spambase	0.2	0.1	add_noise	16	median_test_accuracy	90.01085776330075	co-ordinate wise median
spambase	0.2	1.0	add_noise	16	median_test_accuracy	89.90228013029315	co-ordinate wise median
spambase	0.2	10.0	add_noise	16	median_test_accuracy	89.90228013029315	co-ordinate wise median
spambase	0.2	100.0	add_noise	16	median_test_accuracy	89.68512486427795	co-ordinate wise median
spambase	0.2	200.0	add_noise	16	median_test_accuracy	89.79370249728555	co-ordinate wise median
spambase	0.2	0.01	add_noise	32	median_test_accuracy	89.46796959826275	co-ordinate wise median
spambase	0.2	0.1	add_noise	32	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.2	1.0	add_noise	32	median_test_accuracy	89.46796959826275	co-ordinate wise median
spambase	0.2	10.0	add_noise	32	median_test_accuracy	89.46796959826275	co-ordinate wise median
spambase	0.2	100.0	add_noise	32	median_test_accuracy	89.35939196525516	co-ordinate wise median
spambase	0.2	200.0	add_noise	32	median_test_accuracy	89.46796959826275	co-ordinate wise median
spambase	0.2	0.01	add_noise	64	median_test_accuracy	89.46796959826275	co-ordinate wise median
spambase	0.2	0.1	add_noise	64	median_test_accuracy	89.35939196525516	co-ordinate wise median
spambase	0.2	1.0	add_noise	64	median_test_accuracy	89.35939196525516	co-ordinate wise median
spambase	0.2	10.0	add_noise	64	median_test_accuracy	89.35939196525516	co-ordinate wise median
spambase	0.2	100.0	add_noise	64	median_test_accuracy	89.35939196525516	co-ordinate wise median
spambase	0.2	200.0	add_noise	64	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.2	0.01	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.2	0.1	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.2	1.0	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.2	10.0	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.2	100.0	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.2	200.0	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.3	0.01	add_noise	16	median_test_accuracy	90.22801302931596	co-ordinate wise median
spambase	0.3	0.1	add_noise	16	median_test_accuracy	90.33659066232356	co-ordinate wise median
spambase	0.3	1.0	add_noise	16	median_test_accuracy	90.11943539630836	co-ordinate wise median
spambase	0.3	10.0	add_noise	16	median_test_accuracy	90.11943539630836	co-ordinate wise median
spambase	0.3	100.0	add_noise	16	median_test_accuracy	90.01085776330075	co-ordinate wise median
spambase	0.3	200.0	add_noise	16	median_test_accuracy	90.22801302931596	co-ordinate wise median
spambase	0.3	0.01	add_noise	32	median_test_accuracy	89.46796959826275	co-ordinate wise median
spambase	0.3	0.1	add_noise	32	median_test_accuracy	89.46796959826275	co-ordinate wise median
spambase	0.3	1.0	add_noise	32	median_test_accuracy	89.46796959826275	co-ordinate wise median
spambase	0.3	10.0	add_noise	32	median_test_accuracy	89.35939196525516	co-ordinate wise median
spambase	0.3	100.0	add_noise	32	median_test_accuracy	89.46796959826275	co-ordinate wise median
spambase	0.3	200.0	add_noise	32	median_test_accuracy	89.35939196525516	co-ordinate wise median
spambase	0.3	0.01	add_noise	64	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.3	0.1	add_noise	64	median_test_accuracy	89.35939196525516	co-ordinate wise median
spambase	0.3	1.0	add_noise	64	median_test_accuracy	89.46796959826275	co-ordinate wise median
spambase	0.3	10.0	add_noise	64	median_test_accuracy	89.46796959826275	co-ordinate wise median
spambase	0.3	100.0	add_noise	64	median_test_accuracy	89.35939196525516	co-ordinate wise median
spambase	0.3	200.0	add_noise	64	median_test_accuracy	89.46796959826275	co-ordinate wise median
spambase	0.3	0.01	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.3	0.1	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.3	1.0	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.3	10.0	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.3	100.0	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.3	200.0	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.4	0.01	add_noise	16	median_test_accuracy	90.33659066232356	co-ordinate wise median
spambase	0.4	0.1	add_noise	16	median_test_accuracy	90.44516829533116	co-ordinate wise median
spambase	0.4	1.0	add_noise	16	median_test_accuracy	90.33659066232356	co-ordinate wise median
spambase	0.4	10.0	add_noise	16	median_test_accuracy	90.33659066232356	co-ordinate wise median
spambase	0.4	100.0	add_noise	16	median_test_accuracy	90.22801302931596	co-ordinate wise median
spambase	0.4	200.0	add_noise	16	median_test_accuracy	90.11943539630836	co-ordinate wise median
spambase	0.4	0.01	add_noise	32	median_test_accuracy	89.57654723127035	co-ordinate wise median
spambase	0.4	0.1	add_noise	32	median_test_accuracy	89.57654723127035	co-ordinate wise median
spambase	0.4	1.0	add_noise	32	median_test_accuracy	89.57654723127035	co-ordinate wise median
spambase	0.4	10.0	add_noise	32	median_test_accuracy	89.57654723127035	co-ordinate wise median
spambase	0.4	100.0	add_noise	32	median_test_accuracy	89.57654723127035	co-ordinate wise median
spambase	0.4	200.0	add_noise	32	median_test_accuracy	89.68512486427795	co-ordinate wise median
spambase	0.4	0.01	add_noise	64	median_test_accuracy	89.57654723127035	co-ordinate wise median
spambase	0.4	0.1	add_noise	64	median_test_accuracy	89.35939196525516	co-ordinate wise median
spambase	0.4	1.0	add_noise	64	median_test_accuracy	89.46796959826275	co-ordinate wise median
spambase	0.4	10.0	add_noise	64	median_test_accuracy	89.35939196525516	co-ordinate wise median
spambase	0.4	100.0	add_noise	64	median_test_accuracy	89.46796959826275	co-ordinate wise median
spambase	0.4	200.0	add_noise	64	median_test_accuracy	89.35939196525516	co-ordinate wise median
spambase	0.4	0.01	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.4	0.1	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.4	1.0	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.4	10.0	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.4	100.0	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
spambase	0.4	200.0	add_noise	128	median_test_accuracy	89.25081433224756	co-ordinate wise median
mnist	0.1	0.01	add_noise	16	median_test_accuracy	87.42	co-ordinate wise median
mnist	0.1	0.1	add_noise	16	median_test_accuracy	87.35000000000001	co-ordinate wise median
mnist	0.1	1.0	add_noise	16	median_test_accuracy	87.32	co-ordinate wise median
mnist	0.1	10.0	add_noise	16	median_test_accuracy	87.32	co-ordinate wise median
mnist	0.1	100.0	add_noise	16	median_test_accuracy	87.36	co-ordinate wise median
mnist	0.1	200.0	add_noise	16	median_test_accuracy	87.36	co-ordinate wise median
mnist	0.1	0.01	add_noise	32	median_test_accuracy	88.88000000000001	co-ordinate wise median
mnist	0.1	0.1	add_noise	32	median_test_accuracy	88.92	co-ordinate wise median
mnist	0.1	1.0	add_noise	32	median_test_accuracy	88.88000000000001	co-ordinate wise median
mnist	0.1	10.0	add_noise	32	median_test_accuracy	88.86	co-ordinate wise median
mnist	0.1	100.0	add_noise	32	median_test_accuracy	88.85	co-ordinate wise median
mnist	0.1	200.0	add_noise	32	median_test_accuracy	88.85	co-ordinate wise median
mnist	0.1	0.01	add_noise	64	median_test_accuracy	90.08	co-ordinate wise median
mnist	0.1	0.1	add_noise	64	median_test_accuracy	90.11	co-ordinate wise median
mnist	0.1	1.0	add_noise	64	median_test_accuracy	90.09	co-ordinate wise median
mnist	0.1	10.0	add_noise	64	median_test_accuracy	90.11	co-ordinate wise median
mnist	0.1	100.0	add_noise	64	median_test_accuracy	90.11	co-ordinate wise median
mnist	0.1	200.0	add_noise	64	median_test_accuracy	90.09	co-ordinate wise median
mnist	0.1	0.01	add_noise	128	median_test_accuracy	90.18	co-ordinate wise median
mnist	0.1	0.1	add_noise	128	median_test_accuracy	90.18	co-ordinate wise median
mnist	0.1	1.0	add_noise	128	median_test_accuracy	90.17	co-ordinate wise median
mnist	0.1	10.0	add_noise	128	median_test_accuracy	90.18	co-ordinate wise median
mnist	0.1	100.0	add_noise	128	median_test_accuracy	90.18	co-ordinate wise median
mnist	0.1	200.0	add_noise	128	median_test_accuracy	90.18	co-ordinate wise median
mnist	0.2	0.01	add_noise	16	median_test_accuracy	87.64	co-ordinate wise median
mnist	0.2	0.1	add_noise	16	median_test_accuracy	87.53999999999999	co-ordinate wise median
mnist	0.2	1.0	add_noise	16	median_test_accuracy	87.49	co-ordinate wise median
mnist	0.2	10.0	add_noise	16	median_test_accuracy	87.51	co-ordinate wise median
mnist	0.2	100.0	add_noise	16	median_test_accuracy	87.46000000000001	co-ordinate wise median
mnist	0.2	200.0	add_noise	16	median_test_accuracy	87.46000000000001	co-ordinate wise median
mnist	0.2	0.01	add_noise	32	median_test_accuracy	89.14999999999999	co-ordinate wise median
mnist	0.2	0.1	add_noise	32	median_test_accuracy	89.11	co-ordinate wise median
mnist	0.2	1.0	add_noise	32	median_test_accuracy	89.1	co-ordinate wise median
mnist	0.2	10.0	add_noise	32	median_test_accuracy	89.1	co-ordinate wise median
mnist	0.2	100.0	add_noise	32	median_test_accuracy	89.1	co-ordinate wise median
mnist	0.2	200.0	add_noise	32	median_test_accuracy	89.14	co-ordinate wise median
mnist	0.2	0.01	add_noise	64	median_test_accuracy	90.16	co-ordinate wise median
mnist	0.2	0.1	add_noise	64	median_test_accuracy	90.18	co-ordinate wise median
mnist	0.2	1.0	add_noise	64	median_test_accuracy	90.18	co-ordinate wise median
mnist	0.2	10.0	add_noise	64	median_test_accuracy	90.19	co-ordinate wise median
mnist	0.2	100.0	add_noise	64	median_test_accuracy	90.16	co-ordinate wise median
mnist	0.2	200.0	add_noise	64	median_test_accuracy	90.17	co-ordinate wise median
mnist	0.2	0.01	add_noise	128	median_test_accuracy	90.19	co-ordinate wise median
mnist	0.2	0.1	add_noise	128	median_test_accuracy	90.2	co-ordinate wise median
mnist	0.2	1.0	add_noise	128	median_test_accuracy	90.19	co-ordinate wise median
mnist	0.2	10.0	add_noise	128	median_test_accuracy	90.18	co-ordinate wise median
mnist	0.2	100.0	add_noise	128	median_test_accuracy	90.21	co-ordinate wise median
mnist	0.2	200.0	add_noise	128	median_test_accuracy	90.2	co-ordinate wise median
mnist	0.3	0.01	add_noise	16	median_test_accuracy	87.88	co-ordinate wise median
mnist	0.3	0.1	add_noise	16	median_test_accuracy	87.82	co-ordinate wise median
mnist	0.3	1.0	add_noise	16	median_test_accuracy	87.74	co-ordinate wise median
mnist	0.3	10.0	add_noise	16	median_test_accuracy	87.78	co-ordinate wise median
mnist	0.3	100.0	add_noise	16	median_test_accuracy	87.76	co-ordinate wise median
mnist	0.3	200.0	add_noise	16	median_test_accuracy	87.71	co-ordinate wise median
mnist	0.3	0.01	add_noise	32	median_test_accuracy	89.39	co-ordinate wise median
mnist	0.3	0.1	add_noise	32	median_test_accuracy	89.37	co-ordinate wise median
mnist	0.3	1.0	add_noise	32	median_test_accuracy	89.35	co-ordinate wise median
mnist	0.3	10.0	add_noise	32	median_test_accuracy	89.33	co-ordinate wise median
mnist	0.3	100.0	add_noise	32	median_test_accuracy	89.33	co-ordinate wise median
mnist	0.3	200.0	add_noise	32	median_test_accuracy	89.28	co-ordinate wise median
mnist	0.3	0.01	add_noise	64	median_test_accuracy	90.26	co-ordinate wise median
mnist	0.3	0.1	add_noise	64	median_test_accuracy	90.21	co-ordinate wise median
mnist	0.3	1.0	add_noise	64	median_test_accuracy	90.25	co-ordinate wise median
mnist	0.3	10.0	add_noise	64	median_test_accuracy	90.22	co-ordinate wise median
mnist	0.3	100.0	add_noise	64	median_test_accuracy	90.24	co-ordinate wise median
mnist	0.3	200.0	add_noise	64	median_test_accuracy	90.25	co-ordinate wise median
mnist	0.3	0.01	add_noise	128	median_test_accuracy	90.24	co-ordinate wise median
mnist	0.3	0.1	add_noise	128	median_test_accuracy	90.19	co-ordinate wise median
mnist	0.3	1.0	add_noise	128	median_test_accuracy	90.19	co-ordinate wise median
mnist	0.3	10.0	add_noise	128	median_test_accuracy	90.16	co-ordinate wise median
mnist	0.3	100.0	add_noise	128	median_test_accuracy	90.19	co-ordinate wise median
mnist	0.3	200.0	add_noise	128	median_test_accuracy	90.23	co-ordinate wise median
mnist	0.4	0.01	add_noise	16	median_test_accuracy	88.41	co-ordinate wise median
mnist	0.4	0.1	add_noise	16	median_test_accuracy	88.26	co-ordinate wise median
mnist	0.4	1.0	add_noise	16	median_test_accuracy	88.14999999999999	co-ordinate wise median
mnist	0.4	10.0	add_noise	16	median_test_accuracy	88.19	co-ordinate wise median
mnist	0.4	100.0	add_noise	16	median_test_accuracy	88.14	co-ordinate wise median
mnist	0.4	200.0	add_noise	16	median_test_accuracy	88.22	co-ordinate wise median
mnist	0.4	0.01	add_noise	32	median_test_accuracy	89.58	co-ordinate wise median
mnist	0.4	0.1	add_noise	32	median_test_accuracy	89.56	co-ordinate wise median
mnist	0.4	1.0	add_noise	32	median_test_accuracy	89.56	co-ordinate wise median
mnist	0.4	10.0	add_noise	32	median_test_accuracy	89.57000000000001	co-ordinate wise median
mnist	0.4	100.0	add_noise	32	median_test_accuracy	89.56	co-ordinate wise median
mnist	0.4	200.0	add_noise	32	median_test_accuracy	89.52	co-ordinate wise median
mnist	0.4	0.01	add_noise	64	median_test_accuracy	90.34	co-ordinate wise median
mnist	0.4	0.1	add_noise	64	median_test_accuracy	90.36	co-ordinate wise median
mnist	0.4	1.0	add_noise	64	median_test_accuracy	90.33	co-ordinate wise median
mnist	0.4	10.0	add_noise	64	median_test_accuracy	90.36	co-ordinate wise median
mnist	0.4	100.0	add_noise	64	median_test_accuracy	90.29	co-ordinate wise median
mnist	0.4	200.0	add_noise	64	median_test_accuracy	90.35	co-ordinate wise median
mnist	0.4	0.01	add_noise	128	median_test_accuracy	90.26	co-ordinate wise median
mnist	0.4	0.1	add_noise	128	median_test_accuracy	90.25	co-ordinate wise median
mnist	0.4	1.0	add_noise	128	median_test_accuracy	90.23	co-ordinate wise median
mnist	0.4	10.0	add_noise	128	median_test_accuracy	90.22	co-ordinate wise median
mnist	0.4	100.0	add_noise	128	median_test_accuracy	90.21	co-ordinate wise median
mnist	0.4	200.0	add_noise	128	median_test_accuracy	90.21	co-ordinate wise median
fashion_mnist	0.1	0.01	add_noise	16	median_test_accuracy	80.43	co-ordinate wise median
fashion_mnist	0.1	0.1	add_noise	16	median_test_accuracy	80.47999999999999	co-ordinate wise median
fashion_mnist	0.1	1.0	add_noise	16	median_test_accuracy	80.42	co-ordinate wise median
fashion_mnist	0.1	10.0	add_noise	16	median_test_accuracy	80.32000000000001	co-ordinate wise median
fashion_mnist	0.1	100.0	add_noise	16	median_test_accuracy	80.47	co-ordinate wise median
fashion_mnist	0.1	200.0	add_noise	16	median_test_accuracy	80.36	co-ordinate wise median
fashion_mnist	0.1	0.01	add_noise	32	median_test_accuracy	81.45	co-ordinate wise median
fashion_mnist	0.1	0.1	add_noise	32	median_test_accuracy	81.47	co-ordinate wise median
fashion_mnist	0.1	1.0	add_noise	32	median_test_accuracy	81.41000000000001	co-ordinate wise median
fashion_mnist	0.1	10.0	add_noise	32	median_test_accuracy	81.46	co-ordinate wise median
fashion_mnist	0.1	100.0	add_noise	32	median_test_accuracy	81.45	co-ordinate wise median
fashion_mnist	0.1	200.0	add_noise	32	median_test_accuracy	81.51	co-ordinate wise median
fashion_mnist	0.1	0.01	add_noise	64	median_test_accuracy	81.83	co-ordinate wise median
fashion_mnist	0.1	0.1	add_noise	64	median_test_accuracy	81.82000000000001	co-ordinate wise median
fashion_mnist	0.1	1.0	add_noise	64	median_test_accuracy	81.78999999999999	co-ordinate wise median
fashion_mnist	0.1	10.0	add_noise	64	median_test_accuracy	81.81	co-ordinate wise median
fashion_mnist	0.1	100.0	add_noise	64	median_test_accuracy	81.77	co-ordinate wise median
fashion_mnist	0.1	200.0	add_noise	64	median_test_accuracy	81.81	co-ordinate wise median
fashion_mnist	0.1	1.0	add_noise	128	median_test_accuracy	81.39	co-ordinate wise median
fashion_mnist	0.1	10.0	add_noise	128	median_test_accuracy	81.32000000000001	co-ordinate wise median
fashion_mnist	0.1	100.0	add_noise	128	median_test_accuracy	81.39	co-ordinate wise median
fashion_mnist	0.1	200.0	add_noise	128	median_test_accuracy	81.37	co-ordinate wise median
fashion_mnist	0.2	0.01	add_noise	16	median_test_accuracy	80.47999999999999	co-ordinate wise median
fashion_mnist	0.2	0.1	add_noise	16	median_test_accuracy	80.5	co-ordinate wise median
fashion_mnist	0.2	1.0	add_noise	16	median_test_accuracy	80.38	co-ordinate wise median
fashion_mnist	0.2	10.0	add_noise	16	median_test_accuracy	80.51	co-ordinate wise median
fashion_mnist	0.2	100.0	add_noise	16	median_test_accuracy	80.41	co-ordinate wise median
fashion_mnist	0.2	200.0	add_noise	16	median_test_accuracy	80.54	co-ordinate wise median
fashion_mnist	0.2	0.01	add_noise	32	median_test_accuracy	81.6	co-ordinate wise median
fashion_mnist	0.2	0.1	add_noise	32	median_test_accuracy	81.53	co-ordinate wise median
fashion_mnist	0.2	1.0	add_noise	32	median_test_accuracy	81.54	co-ordinate wise median
fashion_mnist	0.2	10.0	add_noise	32	median_test_accuracy	81.65	co-ordinate wise median
fashion_mnist	0.2	100.0	add_noise	32	median_test_accuracy	81.57	co-ordinate wise median
fashion_mnist	0.2	200.0	add_noise	32	median_test_accuracy	81.55	co-ordinate wise median
fashion_mnist	0.2	0.01	add_noise	64	median_test_accuracy	81.92	co-ordinate wise median
fashion_mnist	0.2	0.1	add_noise	64	median_test_accuracy	81.86	co-ordinate wise median
fashion_mnist	0.2	1.0	add_noise	64	median_test_accuracy	81.87	co-ordinate wise median
fashion_mnist	0.2	10.0	add_noise	64	median_test_accuracy	81.86	co-ordinate wise median
fashion_mnist	0.2	100.0	add_noise	64	median_test_accuracy	81.89999999999999	co-ordinate wise median
fashion_mnist	0.2	200.0	add_noise	64	median_test_accuracy	81.86	co-ordinate wise median
fashion_mnist	0.2	0.01	add_noise	128	median_test_accuracy	81.42	co-ordinate wise median
fashion_mnist	0.2	0.1	add_noise	128	median_test_accuracy	81.32000000000001	co-ordinate wise median
fashion_mnist	0.2	1.0	add_noise	128	median_test_accuracy	81.34	co-ordinate wise median
fashion_mnist	0.2	10.0	add_noise	128	median_test_accuracy	81.47	co-ordinate wise median
fashion_mnist	0.2	100.0	add_noise	128	median_test_accuracy	81.38	co-ordinate wise median
fashion_mnist	0.2	200.0	add_noise	128	median_test_accuracy	81.38	co-ordinate wise median
fashion_mnist	0.3	0.01	add_noise	16	median_test_accuracy	80.87	co-ordinate wise median
fashion_mnist	0.3	0.1	add_noise	16	median_test_accuracy	80.72	co-ordinate wise median
fashion_mnist	0.3	1.0	add_noise	16	median_test_accuracy	80.67	co-ordinate wise median
fashion_mnist	0.3	10.0	add_noise	16	median_test_accuracy	80.64	co-ordinate wise median
fashion_mnist	0.3	100.0	add_noise	16	median_test_accuracy	80.58	co-ordinate wise median
fashion_mnist	0.3	200.0	add_noise	16	median_test_accuracy	80.71000000000001	co-ordinate wise median
fashion_mnist	0.3	0.01	add_noise	32	median_test_accuracy	81.69	co-ordinate wise median
